query_id,intent,label,space,nearest_distance,label_agreement_k15
q_00232,Spam,irrelevant,B,0.50927967,0.6
q_00781,Medical,relevant,B,0.1574434,1.0
q_00820,Medical,relevant,B,0.2490539,1.0
q_00525,Medical,relevant,B,0.15834832,0.9333333333333333
q_01642,OSS,irrelevant,B,0.36247087,0.5333333333333333
q_01724,Delivery confirmation,relevant,B,0.2015925,0.9333333333333333
q_00929,Medical,relevant,B,0.31882137,1.0
q_00174,Acknowledgment,irrelevant,B,0.029312372,0.9333333333333333
q_00006,Greeting,irrelevant,B,0.011366248,1.0
q_01457,Other,relevant,B,0.15853763,0.6
q_00586,Medical,relevant,B,0.2929452,0.9333333333333333
q_01745,Delivery confirmation,relevant,B,0.29813313,0.8666666666666667
q_00455,Medical,relevant,B,0.2580337,1.0
q_01294,Acknowledgment,irrelevant,B,0.22291625,1.0
q_00297,Language change,relevant,B,0.14639443,1.0
q_01342,Acknowledgment,irrelevant,B,0.3120758,0.5333333333333333
q_00667,Medical,relevant,B,0.30568314,1.0
q_00950,Medical,relevant,B,0.38335466,0.8666666666666667
q_00652,Medical,relevant,B,0.32778788,0.9333333333333333
q_00740,Medical,relevant,B,0.4954812,1.0
q_01163,Feedback,relevant,B,0.23725116,0.2
q_00934,Medical,relevant,B,0.27461445,1.0
q_01375,Acknowledgment,irrelevant,B,0.1701724,0.4
q_01166,Acknowledgment,irrelevant,B,0.093826294,0.9333333333333333
q_00931,Medical,relevant,B,0.41617495,0.8
q_00417,Medical,relevant,B,0.18552399,1.0
q_01540,Feedback,relevant,B,0.17417479,0.8
q_01130,Acknowledgment,irrelevant,B,0.098511815,1.0
q_00981,Automated message,irrelevant,B,0.05824864,0.9333333333333333
q_00731,Medical,relevant,B,0.32340407,1.0
q_00518,Medical,relevant,B,0.13140333,1.0
q_01270,Acknowledgment,irrelevant,B,0.11774194,1.0
q_00668,Medical,relevant,B,0.21466285,1.0
q_01266,Other,relevant,B,0.40948945,0.26666666666666666
q_00602,Other,relevant,B,0.27076703,0.8
q_00128,Acknowledgment,irrelevant,B,0.20294154,0.5333333333333333
q_00721,Medical,relevant,B,0.18419594,1.0
q_01645,OSS,irrelevant,B,0.23894793,0.4666666666666667
q_01276,Acknowledgment,irrelevant,B,0.02388072,1.0
q_00873,Medical,relevant,B,0.18487978,1.0
q_00847,Medical,relevant,B,0.23751843,1.0
q_00964,Medical,relevant,B,0.13224941,1.0
q_01111,Other,relevant,B,0.4053806,0.7333333333333333
q_00341,Medical,relevant,B,0.36288083,0.6666666666666666
q_00481,Medical,relevant,B,0.44379157,0.8666666666666667
q_00355,Medical,relevant,B,0.117501736,1.0
q_00978,Automated message,irrelevant,B,0.50765896,0.6666666666666666
q_00074,Greeting,irrelevant,B,0.1482299,0.4
q_00866,Medical,relevant,B,0.2022841,0.6
q_00637,Medical,relevant,B,0.34472477,0.7333333333333333
q_01271,Acknowledgment,irrelevant,B,0.1566602,1.0
q_01476,Feedback,relevant,B,0.3606329,0.8666666666666667
q_00643,Medical,relevant,B,0.14130825,1.0
q_01037,Other,relevant,B,0.23145854,0.4
q_00199,Other,relevant,B,0.21215177,0.4666666666666667
q_00479,Medical,relevant,B,0.40214646,1.0
q_00495,Medical,relevant,B,0.085617125,1.0
q_00609,Medical,relevant,B,0.2571646,0.9333333333333333
q_01403,Acknowledgment,irrelevant,B,0.13205051,1.0
q_00207,Acknowledgment,irrelevant,B,0.31349123,0.2
q_01584,OSS,irrelevant,B,0.34189332,0.4
q_00169,Acknowledgment,irrelevant,B,0.2795807,0.9333333333333333
q_01657,OSS,irrelevant,B,0.3388124,1.0
q_00564,Medical,relevant,B,0.28880715,0.8666666666666667
q_00434,Medical,relevant,B,0.10774529,1.0
q_00236,Language change,relevant,B,0.25799644,0.6666666666666666
q_00382,Medical,relevant,B,0.258947,1.0
q_01431,Acknowledgment,irrelevant,B,0.0018053055,1.0
q_01373,Feedback,relevant,B,0.12911409,0.06666666666666667
q_00359,Medical,relevant,B,0.1864807,1.0
q_01801,Date,relevant,B,0.068091035,0.9333333333333333
q_01776,Delivery confirmation,relevant,B,0.38199985,0.7333333333333333
q_01198,Acknowledgment,irrelevant,B,0.46692753,0.8666666666666667
q_01315,Feedback,relevant,B,0.23759645,1.0
q_00398,Medical,relevant,B,0.25448918,0.8666666666666667
q_01453,Acknowledgment,irrelevant,B,0.14559025,0.3333333333333333
q_00195,Acknowledgment,irrelevant,B,0.104587674,0.9333333333333333
q_01092,Other,relevant,B,0.07801646,0.7333333333333333
q_01455,Acknowledgment,irrelevant,B,0.21424699,0.13333333333333333
q_01705,Language change,relevant,B,0.07832861,1.0
q_01655,OSS,irrelevant,B,0.16052008,0.4
q_00685,Medical,relevant,B,0.1658839,1.0
q_00990,Automated message,irrelevant,B,0.30021274,1.0
q_00177,Other,relevant,B,0.05186099,0.6
q_01695,Language change,relevant,B,0.02687192,0.9333333333333333
q_01098,Other,relevant,B,0.13715369,0.6
q_00942,Medical,relevant,B,0.15051222,1.0
q_00793,Medical,relevant,B,0.5562778,1.0
q_00435,Medical,relevant,B,0.11089444,0.9333333333333333
q_00008,Greeting,irrelevant,B,0.1496526,0.2
q_00472,Medical,relevant,B,0.3165102,0.0
q_01634,OSS,irrelevant,B,0.3830905,0.2
q_01338,Acknowledgment,irrelevant,B,0.07031858,1.0
q_00855,Medical,relevant,B,0.33176965,1.0
q_00172,Acknowledgment,irrelevant,B,0.098511815,0.8666666666666667
q_00547,Medical,relevant,B,0.08409715,0.9333333333333333
q_01478,Feedback,relevant,B,0.18002474,0.5333333333333333
q_01615,OSS,irrelevant,B,0.2984739,0.2
q_01329,Acknowledgment,irrelevant,B,0.25884843,0.4666666666666667
q_01551,OSS,irrelevant,B,0.44485915,0.5333333333333333
q_00115,Acknowledgment,irrelevant,B,0.016526282,0.6666666666666666
q_01796,Date,relevant,B,0.17612576,1.0
q_01286,Acknowledgment,irrelevant,B,0.07663041,1.0
q_00464,Medical,relevant,B,0.20734167,0.9333333333333333
q_00148,Acknowledgment,irrelevant,B,0.110978186,0.9333333333333333
q_01278,Acknowledgment,irrelevant,B,0.20550084,0.8
q_00510,Medical,relevant,B,0.1905176,0.8666666666666667
q_01332,Acknowledgment,irrelevant,B,0.32882738,0.2
q_00229,Spam,irrelevant,B,0.49931717,0.6
q_00462,Medical,relevant,B,0.22507638,1.0
q_01380,Acknowledgment,irrelevant,B,0.25889623,0.7333333333333333
q_01040,Medical,relevant,B,0.3490584,1.0
q_01479,Acknowledgment,irrelevant,B,0.13144636,1.0
q_00075,Greeting,irrelevant,B,0.08938068,0.8666666666666667
q_00014,Greeting,irrelevant,B,0.064339876,0.8666666666666667
q_01598,OSS,irrelevant,B,0.15617573,0.0
q_00135,Acknowledgment,irrelevant,B,0.41599184,0.5333333333333333
q_01699,Language change,relevant,B,0.15460837,0.9333333333333333
q_01689,Language change,relevant,B,0.11541772,0.5333333333333333
q_01590,OSS,irrelevant,B,0.21251547,0.26666666666666666
q_01567,OSS,irrelevant,B,0.07075405,0.9333333333333333
q_01712,Language change,relevant,B,0.26198107,0.6666666666666666
q_00180,Acknowledgment,irrelevant,B,0.15462619,1.0
q_00757,Medical,relevant,B,0.3162145,1.0
q_00758,Medical,relevant,B,0.26186144,1.0
q_00339,Medical,relevant,B,0.17353857,0.8
q_00842,Medical,relevant,B,0.06255692,0.8666666666666667
q_01164,Acknowledgment,irrelevant,B,0.14070976,0.8666666666666667
q_00535,Medical,relevant,B,0.03478384,0.9333333333333333
q_01205,Acknowledgment,irrelevant,B,0.045817614,0.8666666666666667
q_00663,Medical,relevant,B,0.27938598,0.9333333333333333
q_00807,Medical,relevant,B,0.11734033,1.0
q_00595,Medical,relevant,B,0.24373913,0.8
q_01049,Spam,irrelevant,B,0.53997993,0.0
q_01637,OSS,irrelevant,B,0.25140738,0.13333333333333333
q_01610,OSS,irrelevant,B,0.3466193,0.5333333333333333
q_00786,Medical,relevant,B,0.27379543,1.0
q_00813,Medical,relevant,B,0.46139604,1.0
q_01595,OSS,irrelevant,B,0.34472477,0.3333333333333333
q_00856,Medical,relevant,B,0.34982258,0.5333333333333333
q_01502,Acknowledgment,irrelevant,B,0.2786278,0.8666666666666667
q_00441,Medical,relevant,B,0.3944068,1.0
q_00117,Other,relevant,B,0.026385844,0.4
q_01413,Acknowledgment,irrelevant,B,0.12911409,0.9333333333333333
q_00190,Acknowledgment,irrelevant,B,0.24264884,1.0
q_01301,Acknowledgment,irrelevant,B,0.21659106,0.9333333333333333
q_00576,Medical,relevant,B,0.23024297,0.9333333333333333
q_00201,Other,relevant,B,0.31150532,0.2
q_00360,Medical,relevant,B,0.26387006,1.0
q_00277,Language change,relevant,B,0.17021298,1.0
q_01079,Medical,relevant,B,0.3808385,0.7333333333333333
q_00700,Medical,relevant,B,0.25405008,1.0
q_01546,OSS,irrelevant,B,0.17329872,1.0
q_00958,Medical,relevant,B,0.08446026,0.9333333333333333
q_00600,Medical,relevant,B,0.388453,0.8666666666666667
q_01805,Date,relevant,B,0.036347985,1.0
q_01778,Delivery confirmation,relevant,B,0.18469214,1.0
q_01336,Acknowledgment,irrelevant,B,0.02422607,0.9333333333333333
q_01104,Other,relevant,B,0.4304108,0.8
q_01543,OSS,irrelevant,B,0.35550475,0.8
q_00319,Language change,relevant,B,0.09195566,1.0
q_01082,Medical,relevant,B,0.46071094,0.4666666666666667
q_00784,Medical,relevant,B,0.29757947,1.0
q_01099,Other,relevant,B,0.04930848,0.6
q_01503,Acknowledgment,irrelevant,B,0.053002357,1.0
q_01365,Acknowledgment,irrelevant,B,0.18905526,1.0
q_01027,Medical,relevant,B,0.1425544,1.0
q_00962,Medical,relevant,B,0.31219506,0.9333333333333333
q_00782,Medical,relevant,B,0.40587682,0.9333333333333333
q_00754,Medical,relevant,B,0.23712623,1.0
q_01703,Language change,relevant,B,0.12217152,0.9333333333333333
q_01249,Acknowledgment,irrelevant,B,0.09681308,1.0
q_00851,Medical,relevant,B,0.27432132,0.8666666666666667
q_01052,Other,relevant,B,0.035877585,0.4666666666666667
q_01334,Acknowledgment,irrelevant,B,0.13877922,1.0
q_00272,Language change,relevant,B,0.23463887,1.0
q_01225,Acknowledgment,irrelevant,B,0.24581164,1.0
q_00574,Medical,relevant,B,0.3366508,0.7333333333333333
q_00588,Medical,relevant,B,0.24754792,1.0
q_01010,Date,relevant,B,0.036347985,1.0
q_00264,Language change,relevant,B,0.071650505,1.0
q_01714,Delivery confirmation,relevant,B,0.32024372,0.6666666666666666
q_00932,Medical,relevant,B,0.44101465,1.0
q_00235,Language change,relevant,B,0.4137386,1.0
q_00983,Automated message,irrelevant,B,0.37468618,0.9333333333333333
q_01481,Feedback,relevant,B,0.21102726,0.8666666666666667
q_00863,Medical,relevant,B,0.18084544,1.0
q_01030,Date,relevant,B,0.2702781,1.0
q_00534,Medical,relevant,B,0.46533906,0.9333333333333333
q_00080,Greeting,irrelevant,B,0.15815961,1.0
q_01547,OSS,irrelevant,B,0.25542283,0.9333333333333333
q_00770,Medical,relevant,B,0.27053535,1.0
q_00722,Medical,relevant,B,0.2542479,1.0
q_01730,Delivery confirmation,relevant,B,0.21262628,1.0
q_01435,Feedback,relevant,B,0.15302509,0.13333333333333333
q_00626,Medical,relevant,B,0.11734033,1.0
q_01685,Language change,relevant,B,0.10763544,1.0
q_01764,Delivery confirmation,relevant,B,0.104436934,1.0
q_01441,Acknowledgment,irrelevant,B,0.16664141,1.0
q_00036,Greeting,irrelevant,B,0.13744843,0.9333333333333333
q_00450,Medical,relevant,B,0.1645891,0.9333333333333333
q_01660,OSS,irrelevant,B,0.19000679,0.0
q_01107,Other,relevant,B,0.19568437,0.8
q_00680,Medical,relevant,B,0.31132042,1.0
q_01186,Acknowledgment,irrelevant,B,0.33840656,0.9333333333333333
q_00023,Greeting,irrelevant,B,0.1118688,1.0
q_00947,Medical,relevant,B,0.31787854,0.8
q_01605,OSS,irrelevant,B,0.5744101,0.06666666666666667
q_01400,Acknowledgment,irrelevant,B,0.13205051,1.0
q_00606,Medical,relevant,B,0.26644945,1.0
q_01133,Acknowledgment,irrelevant,B,0.104587674,0.8666666666666667
q_01161,Delivery confirmation,relevant,B,0.1877011,0.13333333333333333
q_01499,Feedback,relevant,B,0.12146175,0.7333333333333333
q_00011,Greeting,irrelevant,B,0.15815961,1.0
q_00599,Medical,relevant,B,0.10359192,0.8666666666666667
q_00529,Medical,relevant,B,0.34134382,1.0
q_00567,Medical,relevant,B,0.29550922,0.6666666666666666
q_00426,Medical,relevant,B,0.23868573,0.9333333333333333
q_00543,Medical,relevant,B,0.03478384,1.0
q_00067,Greeting,irrelevant,B,0.118356645,0.7333333333333333
q_01097,Other,relevant,B,0.15057522,0.9333333333333333
q_00388,Medical,relevant,B,0.18436068,0.8666666666666667
q_00334,Medical,relevant,B,0.30414408,1.0
q_00087,Greeting,irrelevant,B,0.022258162,1.0
q_01191,Acknowledgment,irrelevant,B,0.008090675,1.0
q_01419,Acknowledgment,irrelevant,B,0.13438004,0.4666666666666667
q_01214,Feedback,relevant,B,0.2936226,1.0
q_01247,Acknowledgment,irrelevant,B,0.31548584,0.8666666666666667
q_00532,Medical,relevant,B,0.11742991,0.8666666666666667
q_00568,Medical,relevant,B,0.23751843,1.0
q_01067,Other,relevant,B,0.1814841,0.7333333333333333
q_01290,Acknowledgment,irrelevant,B,0.19083071,1.0
q_00114,Other,relevant,B,0.12569332,0.6
q_00105,Other,relevant,B,0.0714246,0.6666666666666666
q_00675,Medical,relevant,B,0.3701794,1.0
q_00634,Medical,relevant,B,0.23317623,0.6666666666666666
q_00572,Medical,relevant,B,0.25151968,0.8
q_01788,Delivery confirmation,relevant,B,0.11725569,0.8666666666666667
q_00159,Acknowledgment,irrelevant,B,0.096760154,0.9333333333333333
q_01486,Feedback,relevant,B,0.2309838,0.7333333333333333
q_01748,Delivery confirmation,relevant,B,0.31248194,0.8666666666666667
q_01527,Delivery confirmation,relevant,B,0.20517272,1.0
q_01544,OSS,irrelevant,B,0.40468037,0.4666666666666667
q_00452,Medical,relevant,B,0.12598753,0.8666666666666667
q_01550,Other,relevant,B,0.25917584,0.6666666666666666
q_01662,OSS,irrelevant,B,0.72279054,0.5333333333333333
q_01410,Acknowledgment,irrelevant,B,0.28952688,0.26666666666666666
q_01350,Feedback,relevant,B,0.17025912,0.7333333333333333
q_01176,Acknowledgment,irrelevant,B,0.2303384,0.3333333333333333
q_01558,OSS,irrelevant,B,0.1740821,0.9333333333333333
q_01682,Language change,relevant,B,0.29623973,1.0
q_01733,Delivery confirmation,relevant,B,0.14115298,1.0
q_00127,Acknowledgment,irrelevant,B,0.010571718,1.0
q_00134,Acknowledgment,irrelevant,B,0.16037071,0.9333333333333333
q_01690,Language change,relevant,B,0.31980914,1.0
q_00371,Medical,relevant,B,0.25640875,0.8
q_01084,Other,relevant,B,0.40583104,0.8
q_01259,Acknowledgment,irrelevant,B,0.08992863,1.0
q_00835,Medical,relevant,B,0.394297,1.0
q_01359,Acknowledgment,irrelevant,B,0.07031858,0.8666666666666667
q_01251,Acknowledgment,irrelevant,B,0.10684848,0.9333333333333333
q_00244,Language change,relevant,B,0.10753453,0.8666666666666667
q_00578,Medical,relevant,B,0.26401985,1.0
q_00003,Greeting,irrelevant,B,0.055604696,1.0
q_01238,Acknowledgment,irrelevant,B,0.014943838,1.0
q_01602,Other,relevant,B,0.3118335,0.6666666666666666
q_00956,Medical,relevant,B,0.39422202,0.8666666666666667
q_01490,Acknowledgment,irrelevant,B,0.14976871,1.0
q_00095,Acknowledgment,irrelevant,B,0.028505027,0.5333333333333333
q_00812,Medical,relevant,B,0.34944177,1.0
q_01727,Delivery confirmation,relevant,B,0.2015925,1.0
q_00298,Language change,relevant,B,0.23037732,1.0
q_00057,Greeting,irrelevant,B,0.2607246,1.0
q_00539,Medical,relevant,B,0.36870283,0.8666666666666667
q_01623,OSS,irrelevant,B,0.30356145,1.0
q_01279,Acknowledgment,irrelevant,B,0.32093686,0.9333333333333333
q_00449,Medical,relevant,B,0.26151168,1.0
q_01458,Acknowledgment,irrelevant,B,0.15957129,0.4
q_00744,Medical,relevant,B,0.27601695,1.0
q_00725,Medical,relevant,B,0.3342629,1.0
q_00789,Medical,relevant,B,0.20883727,1.0
q_01694,Language change,relevant,B,0.09705746,1.0
q_00052,Greeting,irrelevant,B,0.19001341,0.5333333333333333
q_01366,Acknowledgment,irrelevant,B,0.26262653,0.8666666666666667
q_00223,Spam,irrelevant,B,0.54428875,0.4666666666666667
q_00240,Language change,relevant,B,0.1487804,1.0
q_00991,Automated message,irrelevant,B,0.32803506,0.8666666666666667
q_01462,Feedback,relevant,B,0.31548584,0.3333333333333333
q_00684,Medical,relevant,B,0.22281832,0.7333333333333333
q_00977,Automated message,irrelevant,B,0.23102438,1.0
q_00791,Medical,relevant,B,0.28634202,1.0
q_00269,Language change,relevant,B,0.105707765,1.0
q_01056,Other,relevant,B,0.21262628,0.7333333333333333
q_00433,Medical,relevant,B,0.12171888,0.8666666666666667
q_00101,Other,relevant,B,0.08387047,0.6666666666666666
q_00923,Medical,relevant,B,0.19486511,1.0
q_01093,Other,relevant,B,0.004520297,0.4666666666666667
q_01178,Acknowledgment,irrelevant,B,0.08992863,1.0
q_00156,Acknowledgment,irrelevant,B,0.2539848,0.8
q_01721,Delivery confirmation,relevant,B,0.19270992,0.8
q_01211,Acknowledgment,irrelevant,B,0.041259468,0.8666666666666667
q_01415,Feedback,relevant,B,0.26917076,0.3333333333333333
q_01799,Date,relevant,B,0.2704563,1.0
q_01237,Acknowledgment,irrelevant,B,0.080094814,1.0
q_01036,Date,relevant,B,0.15404916,1.0
q_00511,Medical,relevant,B,0.287194,0.9333333333333333
q_00295,Language change,relevant,B,0.24229842,1.0
q_00716,Medical,relevant,B,0.27327156,0.8666666666666667
q_01343,Acknowledgment,irrelevant,B,0.04391128,1.0
q_00296,Language change,relevant,B,0.2991305,1.0
q_01033,Date,relevant,B,0.105069935,1.0
q_01022,Date,relevant,B,0.18291628,1.0
q_01004,Automated message,irrelevant,B,0.26708394,0.3333333333333333
q_00608,Medical,relevant,B,0.2213605,0.8
q_00644,Medical,relevant,B,0.28217703,0.9333333333333333
q_00429,Medical,relevant,B,0.19618428,0.6666666666666666
q_00261,Language change,relevant,B,0.20454073,0.7333333333333333
q_00579,Medical,relevant,B,0.12732399,0.8666666666666667
q_00322,Language change,relevant,B,0.02687192,0.9333333333333333
q_00631,Medical,relevant,B,0.12738383,1.0
q_00502,Medical,relevant,B,0.15150595,0.9333333333333333
q_00305,Language change,relevant,B,0.11358416,1.0
q_00378,Medical,relevant,B,0.2698835,1.0
q_01669,Language change,relevant,B,0.1280908,1.0
q_00861,Medical,relevant,B,0.15529722,0.8666666666666667
q_00908,Medical,relevant,B,0.429613,0.7333333333333333
q_00084,Greeting,irrelevant,B,0.14136243,1.0
q_00611,Medical,relevant,B,0.3353684,1.0
q_00287,Language change,relevant,B,0.15650135,1.0
q_01561,OSS,irrelevant,B,0.07075405,1.0
q_00448,Medical,relevant,B,0.16438764,0.9333333333333333
q_01646,Other,relevant,B,0.19130439,0.4
q_00200,Acknowledgment,irrelevant,B,0.15555924,0.8
q_01591,OSS,irrelevant,B,0.46590853,0.0
q_01014,Date,relevant,B,0.39429754,1.0
q_01015,Date,relevant,B,0.15507555,1.0
q_01750,Delivery confirmation,relevant,B,0.19776833,1.0
q_00852,Medical,relevant,B,0.19561374,0.8666666666666667
q_00290,Language change,relevant,B,0.036091566,1.0
q_01215,Acknowledgment,irrelevant,B,0.24289876,1.0
q_00985,Automated message,irrelevant,B,0.3700943,0.7333333333333333
q_01794,Date,relevant,B,0.31248194,0.8
q_00217,Spam,irrelevant,B,0.55556446,0.4
q_00944,Medical,relevant,B,0.30414408,1.0
q_00489,Medical,relevant,B,0.24263996,1.0
q_00922,Medical,relevant,B,0.44379157,0.8666666666666667
q_01466,Medical,relevant,B,0.29568982,0.8
q_01121,Acknowledgment,irrelevant,B,0.3366279,0.6
q_01683,Language change,relevant,B,0.008106232,1.0
q_00242,Language change,relevant,B,0.02665627,1.0
q_01746,Delivery confirmation,relevant,B,0.21621478,1.0
q_00778,Medical,relevant,B,0.3067419,1.0
q_00561,Medical,relevant,B,0.06434488,0.9333333333333333
q_01009,Date,relevant,B,0.15404916,1.0
q_01181,Acknowledgment,irrelevant,B,0.21084929,0.8
q_01424,Acknowledgment,irrelevant,B,0.21773869,0.26666666666666666
q_01367,Acknowledgment,irrelevant,B,0.4863829,0.5333333333333333
q_01287,Feedback,relevant,B,0.4208367,0.26666666666666666
q_01508,Acknowledgment,irrelevant,B,0.27582467,0.3333333333333333
q_00122,Acknowledgment,irrelevant,B,0.09720743,0.9333333333333333
q_01438,Acknowledgment,irrelevant,B,0.11986685,0.4666666666666667
q_01434,Acknowledgment,irrelevant,B,0.15957129,0.4
q_01557,OSS,irrelevant,B,0.32642812,0.26666666666666666
q_00490,Medical,relevant,B,0.23011136,0.9333333333333333
q_00797,Medical,relevant,B,0.21466285,1.0
q_00077,Greeting,irrelevant,B,0.08938068,0.8666666666666667
q_00394,Medical,relevant,B,0.26656067,1.0
q_00803,Medical,relevant,B,0.33176053,1.0
q_01691,Language change,relevant,B,0.110816896,0.8666666666666667
q_00741,Medical,relevant,B,0.2904352,1.0
q_00695,Medical,relevant,B,0.15853763,0.7333333333333333
q_01573,OSS,irrelevant,B,0.2804079,0.26666666666666666
q_00224,Spam,irrelevant,B,0.4535498,0.6
q_00628,Medical,relevant,B,0.19486511,1.0
q_00373,Medical,relevant,B,0.27582467,0.6
q_01729,Delivery confirmation,relevant,B,0.16526216,0.9333333333333333
q_00253,Language change,relevant,B,0.119978845,1.0
q_00794,Medical,relevant,B,0.28073502,1.0
q_00662,Medical,relevant,B,0.2739526,1.0
q_00699,Medical,relevant,B,0.22789013,1.0
q_01020,Date,relevant,B,0.1658653,1.0
q_01341,Acknowledgment,irrelevant,B,0.29111892,0.3333333333333333
q_00140,Acknowledgment,irrelevant,B,0.23700655,0.8666666666666667
q_00913,Medical,relevant,B,0.2050016,1.0
q_01268,Acknowledgment,irrelevant,B,0.024997592,1.0
q_01088,Medical,relevant,B,0.1425544,0.9333333333333333
q_01469,Acknowledgment,irrelevant,B,0.086496234,0.9333333333333333
q_01797,Date,relevant,B,0.32580006,1.0
q_01487,Acknowledgment,irrelevant,B,0.19517404,0.4666666666666667
q_00904,Medical,relevant,B,0.20899522,1.0
q_00926,Medical,relevant,B,0.11540246,0.9333333333333333
q_00780,Medical,relevant,B,0.33826065,1.0
q_01698,Language change,relevant,B,0.10753453,1.0
q_00113,Greeting,irrelevant,B,0.10003734,0.6
q_01347,Acknowledgment,irrelevant,B,0.2676617,0.9333333333333333
q_00872,Medical,relevant,B,0.22090292,1.0
q_01183,Acknowledgment,irrelevant,B,0.20332825,0.9333333333333333
q_00798,Medical,relevant,B,0.23993659,1.0
q_01635,OSS,irrelevant,B,0.25542283,0.9333333333333333
q_01154,Acknowledgment,irrelevant,B,0.09050447,1.0
q_01500,Acknowledgment,irrelevant,B,0.11065084,1.0
q_01201,Acknowledgment,irrelevant,B,0.010049343,1.0
q_00666,Medical,relevant,B,0.18419594,1.0
q_01411,Feedback,relevant,B,0.37210298,0.9333333333333333
q_00384,Medical,relevant,B,0.36364383,0.3333333333333333
q_00387,Medical,relevant,B,0.30882007,1.0
q_00406,Medical,relevant,B,0.14644557,0.8666666666666667
q_00385,Medical,relevant,B,0.32644862,0.8
q_00347,Medical,relevant,B,0.29855293,1.0
q_00553,Medical,relevant,B,0.121623814,0.7333333333333333
q_00571,Medical,relevant,B,0.28325188,0.8666666666666667
q_01241,Acknowledgment,irrelevant,B,0.2483679,0.9333333333333333
q_01717,Delivery confirmation,relevant,B,0.24354565,1.0
q_00815,Medical,relevant,B,0.39688432,1.0
q_00141,Acknowledgment,irrelevant,B,0.15555924,0.7333333333333333
q_01210,Acknowledgment,irrelevant,B,0.2272402,1.0
q_00660,Medical,relevant,B,0.12738383,1.0
q_00834,Medical,relevant,B,0.17678732,0.8666666666666667
q_00379,Medical,relevant,B,0.29476792,1.0
q_00316,Language change,relevant,B,0.5310816,0.9333333333333333
q_00325,Language change,relevant,B,0.12537318,0.9333333333333333
q_00370,Medical,relevant,B,0.157228,0.9333333333333333
q_00601,Medical,relevant,B,0.07995117,0.8666666666666667
q_01566,OSS,irrelevant,B,0.41252548,0.4666666666666667
q_01624,OSS,irrelevant,B,0.19070256,1.0
q_00451,Medical,relevant,B,0.26945126,1.0
q_01168,Feedback,relevant,B,0.11725569,0.8666666666666667
q_00943,Medical,relevant,B,0.29623115,1.0
q_01297,Acknowledgment,irrelevant,B,0.2361306,0.9333333333333333
q_00094,Greeting,irrelevant,B,0.2129215,0.7333333333333333
q_01141,Medical,relevant,B,0.22678077,0.2
q_00171,Acknowledgment,irrelevant,B,0.2676313,0.5333333333333333
q_00509,Medical,relevant,B,0.3384447,1.0
q_01713,Delivery confirmation,relevant,B,0.16770768,1.0
q_01774,Delivery confirmation,relevant,B,0.25797087,0.8666666666666667
q_00086,Greeting,irrelevant,B,0.23011994,1.0
q_00846,Medical,relevant,B,0.3561226,1.0
q_01621,OSS,irrelevant,B,0.19778603,1.0
q_00145,Acknowledgment,irrelevant,B,0.008866012,0.8666666666666667
q_00906,Medical,relevant,B,0.26311713,0.9333333333333333
q_01582,OSS,irrelevant,B,0.33621323,0.13333333333333333
q_00356,Medical,relevant,B,0.26906973,1.0
q_01722,Delivery confirmation,relevant,B,0.41954672,0.5333333333333333
q_01668,Other,relevant,B,0.06068182,0.5333333333333333
q_00818,Medical,relevant,B,0.47366667,1.0
q_00742,Medical,relevant,B,0.2914083,1.0
q_00805,Medical,relevant,B,0.35183752,1.0
q_00266,Language change,relevant,B,0.07156688,1.0
q_00204,Acknowledgment,irrelevant,B,0.069761455,1.0
q_00366,Medical,relevant,B,0.21316123,1.0
q_01296,Acknowledgment,irrelevant,B,0.17090023,1.0
q_00247,Language change,relevant,B,0.13618469,0.8
q_00391,Medical,relevant,B,0.4098761,0.9333333333333333
q_01042,Spam,irrelevant,B,0.3030715,0.5333333333333333
q_00945,Medical,relevant,B,0.117501736,1.0
q_01620,OSS,irrelevant,B,0.36619854,0.3333333333333333
q_00383,Medical,relevant,B,0.13042086,0.9333333333333333
q_00533,Medical,relevant,B,0.21032697,0.5333333333333333
q_01344,Acknowledgment,irrelevant,B,0.19641346,1.0
q_00268,Language change,relevant,B,0.036091566,1.0
q_00825,Medical,relevant,B,0.22623003,1.0
q_00291,Language change,relevant,B,0.33594954,0.9333333333333333
q_00814,Medical,relevant,B,0.46896338,1.0
q_01265,Feedback,relevant,B,0.33806098,0.6
q_01146,Feedback,relevant,B,0.19999969,1.0
q_01766,Delivery confirmation,relevant,B,0.23737597,1.0
q_01491,Greeting,irrelevant,B,0.2661168,0.8
q_00678,Medical,relevant,B,0.14045274,1.0
q_00071,Greeting,irrelevant,B,0.012414813,0.9333333333333333
q_01106,OSS,irrelevant,B,0.40924668,0.2
q_01117,Acknowledgment,irrelevant,B,0.23696434,1.0
q_01619,OSS,irrelevant,B,0.12171888,0.2
q_01318,Acknowledgment,irrelevant,B,0.020253241,1.0
q_00591,Medical,relevant,B,0.14600867,0.6666666666666666
q_01188,Acknowledgment,irrelevant,B,0.08039564,0.9333333333333333
q_01560,OSS,irrelevant,B,0.36593384,0.3333333333333333
q_01115,Feedback,relevant,B,0.37822002,0.4666666666666667
q_01437,Acknowledgment,irrelevant,B,0.20188415,0.9333333333333333
q_00966,Automated message,irrelevant,B,0.3651849,0.8666666666666667
q_00902,Medical,relevant,B,0.22146606,0.8666666666666667
q_00975,Automated message,irrelevant,B,0.35734046,0.9333333333333333
